No.,店舗_名称,店舗_郵便番号,店舗_市区町村,店舗_町名番地,店舗_建物等,店舗_TEL,店舗_主業種,店舗_主業種_その他,Googleマップ,,,,
486,川反軒,010-0921,秋田市,大町5-2-42,,018-893-5070,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=486&query=秋田市大町5-2-42,,,,
487,佐野薬局　広面店,010-0041,秋田市,広面堤敷25-1,,018-831-8001,21.その他,ドラッグストア,https://www.google.com/maps/search/?api=487&query=秋田市広面堤敷25-1,,,,
488,佐野薬局　本店,010-0912,秋田市,保戸野通町3-31,,018-823-9357,21.その他,ドラッグストア,https://www.google.com/maps/search/?api=488&query=秋田市保戸野通町3-31,,,,
489,KINSYODO　秋田店,010-0065,秋田市,茨島4-3-25,,018-838-4510,3.小売（お土産等）,,https://www.google.com/maps/search/?api=489&query=秋田市茨島4-3-25,,,,
490,カレーハウス　CoCo壱番屋　秋田東通店,010-0003,秋田市,東通5-7-35,,018-837-5146,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=490&query=秋田市東通5-7-35,,,,
491,カレーハウス　CoCo壱番屋　秋田土崎店,011-0941,秋田市,土崎港北7-2-35,,018-816-0816,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=491&query=秋田市土崎港北7-2-35,,,,
492,薬王堂　秋田土崎店,011-0941,秋田市,土崎港北6-2-12,,018-847-2181,21.その他,薬局,https://www.google.com/maps/search/?api=492&query=秋田市土崎港北6-2-12,,,,
493,中華美食　小金龍　土崎店,011-0942,秋田市,土崎港東1-2-28,,080-3027-8531,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=493&query=秋田市土崎港東1-2-28,,,,
494,中華美食　小金龍　茨島店,010-0065,秋田市,茨島6-10-21,,080-3027-8531,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=494&query=秋田市茨島6-10-21,,,,
495,（株）桜竹,011-0936,秋田市,将軍野南4-1-12,,018-846-4888,3.小売（お土産等）,,https://www.google.com/maps/search/?api=495&query=秋田市将軍野南4-1-12,,,,
496,二幸カマタ食品,010-0001,秋田市,中通4-7-35,,018-835-5271,3.小売（お土産等）,,https://www.google.com/maps/search/?api=496&query=秋田市中通4-7-35,,,,
497,日本料理　御山,010-0041,秋田市,広面字谷地田57-1,,018-811-0055,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=497&query=秋田市広面字谷地田57-1,,,,
498,らぽっぽ,010-0001,秋田市,中通7-1-2,トピコ2F,018-836-6238,3.小売（お土産等）,,https://www.google.com/maps/search/?api=498&query=秋田市中通7-1-2,,,,
499,栄太楼　いとく自衛隊通店,010-0941,秋田市,土崎港北2-17-60,いとく自衛隊通り店内,018-853-8719,3.小売（お土産等）,,https://www.google.com/maps/search/?api=499&query=秋田市土崎港北2-17-60,,,,
500,秋田ビューホテル,010-0001,秋田市,中通2-6-1,,018-832-1111,21.その他,宿泊施設,https://www.google.com/maps/search/?api=500&query=秋田市中通2-6-1,,,,
501,市場いちばん寿司,010-0001,秋田市,中通4-7-35,,018-884-1844,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=501&query=秋田市中通4-7-35,,,,
502,一の酉・川反店,010-0921,秋田市,大町3-2-30,シャインズビル1Ｆ,018-823-1146,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=502&query=秋田市大町3-2-30,,,,
503,だんまや水産　秋田大町店,010-0921,秋田市,大町5-4-10,,050-5494-3651,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=503&query=秋田市大町5-4-10,,,,
504,チーズ＆ワイン　アベ,010-0875,秋田市,千秋明徳町2-6,,018-884-0093,3.小売（お土産等）,,https://www.google.com/maps/search/?api=504&query=秋田市千秋明徳町2-6,,,,
505,マルカワ(有)川村鮮魚店,010-0001,秋田市,中通4-7-35,市民市場内,018-833-0720,13.観光施設（遊園地、動物園、温泉施設、観光農園等）,,https://www.google.com/maps/search/?api=505&query=秋田市中通4-7-35,,,,
506,酔って家,011-0946,秋田市,土崎港中央3-4-3,,018-845-8100,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=506&query=秋田市土崎港中央3-4-3,,,,
507,太助寿司　本店,010-0146,秋田市,下新城中野字琵琶沼439-5,,018-873-6975,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=507&query=秋田市下新城中野字琵琶沼439-5,,,,
508,東武トップツアーズ　秋田支店,010-0951,秋田市,山王2-1-40,田口ビル1階,018-866-0109,21.その他,旅行業,https://www.google.com/maps/search/?api=508&query=秋田市山王2-1-40,,,,
509,料亭　志田屋,010-0921,秋田市,大町3-5-11,,018-823-0432,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=509&query=秋田市大町3-5-11,,,,
510,居酒屋　山勝,011-0954,秋田市,土崎港西3-1-44,,080-2034-4299,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=510&query=秋田市土崎港西3-1-44,,,,
511,すしのあすか,010-0804,秋田市,外旭川八幡1-11-38,,018-869-7091,3.小売（お土産等）,,https://www.google.com/maps/search/?api=511&query=秋田市外旭川八幡1-11-38,,,,
512,味よし　秋田店,010-0062,秋田市,牛島東6-2-40,,018-831-6817,3.小売（お土産等）,,https://www.google.com/maps/search/?api=512&query=秋田市牛島東6-2-40,,,,
513,栄太楼　いとく新国道店,010-0967,秋田市,高陽幸町14-27,いとく新国道店内,018-823-5000,3.小売（お土産等）,,https://www.google.com/maps/search/?api=513&query=秋田市高陽幸町14-27,,,,
514,栄太楼　仁井田店,010-1427,秋田市,仁井田新田2-15-17,,018-839-8115,3.小売（お土産等）,,https://www.google.com/maps/search/?api=514&query=秋田市仁井田新田2-15-17,,,,
515,栄太楼　南通店,010-0011,秋田市,南通亀の町11-9,,018-833-7251,3.小売（お土産等）,,https://www.google.com/maps/search/?api=515&query=秋田市南通亀の町11-9,,,,
516,いいもんや　酉二九　秋田駅前店,010-0001,秋田市,中通2-5-11,スター駅前ビル2Ｆ,018-837-4611,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=516&query=秋田市中通2-5-11,,,,
517,髙長寿司,010-1638,秋田市,新屋表町5-6,,018-828-2522,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=517&query=秋田市新屋表町5-6,,,,
518,秋田犬ステーション,010-0001,秋田市,中通1-4-1,,018-865-5302,3.小売（お土産等）,,https://www.google.com/maps/search/?api=518&query=秋田市中通1-4-1,,,,
519,天然温泉ホテルこまち,010-0061,秋田市,卸町1-2-3,,018-865-0001,21.その他,宿泊施設,https://www.google.com/maps/search/?api=519&query=秋田市卸町1-2-3,,,,
520,割烹かめ清　遊食さい賀,010-0921,秋田市,大町4-1-16,,018-862-2729,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=520&query=秋田市大町4-1-16,,,,
521,秋田てんぷらみかわ,010-0921,秋田市,大町4-4-4,,018-807-4627,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=521&query=秋田市大町4-4-4,,,,
522,Patchwork Cafe,010-0041,秋田市,広面野添183　,明田中央ビル103号,018-811-3424,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=522&query=秋田市広面野添183　,,,,
523,和食処　まる,010-0921,秋田市,大町2-2-9,,018-864-8843,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=523&query=秋田市大町2-2-9,,,,
524,アンサナ,010-0001,秋田市,中通2-4-8,,018-825-2008,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=524&query=秋田市中通2-4-8,,,,
525,我楽,010-0001,秋田市,中通2-1-5,我楽ビル１F,018-836-0466,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=525&query=秋田市中通2-1-5,,,,
526,サンドラッグ八橋大畑店,010-0962,秋田市,八橋大畑1-6-37,,018-896-4301,21.その他,薬局,https://www.google.com/maps/search/?api=526&query=秋田市八橋大畑1-6-37,,,,
527,まぐろ屋　魚繁伊勢谷,010-0001,秋田市,中通4-7-35,,018-834-4840,13.観光施設（遊園地、動物園、温泉施設、観光農園等）,,https://www.google.com/maps/search/?api=527&query=秋田市中通4-7-35,,,,
528,炭火炙り家　えびす,010-0921,秋田市,大町五丁目４－１１,,018-896-4011,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=528&query=秋田市大町五丁目４－１１,,,,
529,うまい肴　然,010-0001,秋田市,中通五丁目３－２５,,018-884-1321,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=529&query=秋田市中通五丁目３－２５,,,,
530,魚のごちそう　膳菜や,010-0921,秋田市,大町六丁目３－１５,,018-896-7272,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=530&query=秋田市大町六丁目３－１５,,,,
531,手づくり料理と地酒　だいこんや,010-0951,秋田市,山王二丁目２－３,,018-864-3013,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=531&query=秋田市山王二丁目２－３,,,,
532,とっぴんぱらりのぷ,010-0874,秋田市,千秋久保田町116－1　秋田駅前ビル5F,,018-801-1200,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=532&query=秋田市千秋久保田町116－1　秋田駅前ビル5F,,,,
533,ひょうたん広面店,010-0041,秋田市,広面字堤敷61-5,,018-834-0000,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=533&query=秋田市広面字堤敷61-5,,,,
534,パンプルムゥス秋田店,010-0921,秋田市,大町3丁目1-6 那波ビル,,018-801-6677,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=534&query=秋田市大町3丁目1-6 那波ビル,,,,
535,弥助そば　秋田総本店,010-0874,秋田市,千秋久保田町116-1,,018-801-1212,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=535&query=秋田市千秋久保田町116-1,,,,
536,鴨谷珈琲店,010-0001,秋田市,中通7丁目1-2 秋田ステーションビル トピコ3F,,018-801-1155,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=536&query=秋田市中通7丁目1-2 秋田ステーションビル トピコ3F,,,,
537,赤居文庫,010-0001,秋田市,中通4-6-16　M's Birudjingu 1F,,018-801-5001,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=537&query=秋田市中通4-6-16　M's Birudjingu 1F,,,,
538,アーティーチョーク,010-0001,秋田市,中通2-6-44,,018-893-4566,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=538&query=秋田市中通2-6-44,,,,
539,秋田きりたんぽ屋　大町店,010-0921,秋田市,大町4丁目2-20,,018-801-3311,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=539&query=秋田市大町4丁目2-20,,,,
540,秋田きりたんぽ屋　本店,010-0001,秋田市,中通2-7-6　緑屋ビル1F,,018-801-2345,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=540&query=秋田市中通2-7-6　緑屋ビル1F,,,,
541,さけ富,010-0921,秋田市,大町5丁目1-27　なかや大町ビル1F,,018-866-8888,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=541&query=秋田市大町5丁目1-27　なかや大町ビル1F,,,,
542,紀伊国屋,010-0001,秋田市,中通2-6-44,,018-893-4560,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=542&query=秋田市中通2-6-44,,,,
543,トリス軒,010-0001,秋田市,中通4-16-11,,018-834-9191,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=543&query=秋田市中通4-16-11,,,,
544,秋田番屋酒場,010-0874,秋田市,千秋久保田町116-1　秋田駅前ビル3F,,018-801-6700,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=544&query=秋田市千秋久保田町116-1　秋田駅前ビル3F,,,,
545,いろり家,010-0921,秋田市,大町4-2-26,,018-864-3999,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=545&query=秋田市大町4-2-26,,,,
546,秋田川反漁屋酒場,010-0921,秋田市,大町4-2-35,,018-865-8888,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=546&query=秋田市大町4-2-35,,,,
547,秋田長屋酒場,010-0001,秋田市,中通4丁目16－17,,018-837-0505,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=547&query=秋田市中通4丁目16－17,,,,
548,薄利多売半兵ヱ　秋田駅前店,010-0874,秋田市,千秋久保田町116－1　秋田駅前ビル4F,,018-801-3355,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=548&query=秋田市千秋久保田町116－1　秋田駅前ビル4F,,,,
549,薄利多売半兵ヱ　秋田川反店,010-0921,秋田市,大町5-1-3 八番館ビル1F,,018-823-1717,2.飲食店（酒類提供あり）,,https://www.google.com/maps/search/?api=549&query=秋田市大町5-1-3 八番館ビル1F,,,,
550,ナガハマコーヒー御野場店,010-1421,秋田市,仁井田本町5-8-28,,018-853-0711,1.飲食店（酒類提供なし）,,https://www.google.com/maps/search/?api=550&query=秋田市仁井田本町5-8-28,,,,
551,ナガハマコーヒー秋田赤十字病院店,010-1495,秋田市,上北手猿田字苗代沢222-1,,018-827-3377,1.飲食店（酒類提供なし）,,https://www.google.com/maps/search/?api=551&query=秋田市上北手猿田字苗代沢222-1,,,,
552,ナガハマコーヒー外旭川店,010-0802,秋田市,外旭川小谷地110-1,,018-868-7301,1.飲食店（酒類提供なし）,,https://www.google.com/maps/search/?api=552&query=秋田市外旭川小谷地110-1,,,,
553,ナガハマコーヒー秋田駅前店,010-0874,秋田市,千秋久保田町4-2　秋田オーパ1F,,018-825-7051,1.飲食店（酒類提供なし）,,https://www.google.com/maps/search/?api=553&query=秋田市千秋久保田町4-2　秋田オーパ1F,,,,
554,ナガハマコーヒー山王店,010-0951,秋田市,山王1-2-24-101,,018-896-5081,1.飲食店（酒類提供なし）,,https://www.google.com/maps/search/?api=554&query=秋田市山王1-2-24-101,,,,
555,ナガハマコーヒー広面店,010-0041,秋田市,広面近藤堰越61-2,,018-834-8125,1.飲食店（酒類提供なし）,,https://www.google.com/maps/search/?api=555&query=秋田市広面近藤堰越61-2,,,,
556,セブンイレブン秋田セリオンタワー前店,011-0945,秋田市,土崎港西１－６－２５,,018-846-2566,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=556&query=秋田市土崎港西１－６－２５,,,,
557,セブンイレブン　秋田外旭川八柳2丁目店,010-0803,秋田市,外旭川八柳2丁目2‐20,,018-868-5526,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=557&query=秋田市外旭川八柳2丁目2‐20,,,,
558,セブンイレブン秋田通町店,010-0921,秋田市,大町1-2-12,,018-866-9100,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=558&query=秋田市大町1-2-12,,,,
559,セブン-イレブン秋田山王5丁目店,010-0951,秋田市,山王5-8-10,,018-862-0711,4.コンビニ・スーパー,,https://www.google.com/maps/search/?api=559&query=秋田市山王5-8-10,,,,
560,ポプラ薬局,010-0001,秋田市,中通4-1-40,,018-835-1535,21.その他,ドラッグストア,https://www.google.com/maps/search/?api=560&query=秋田市中通4-1-40,,,,
561,池田薬局　ほのぼの店,010-0041,秋田市,広面蓮沼87-1,,018-884-0090,21.その他,ドラッグストア,https://www.google.com/maps/search/?api=561&query=秋田市広面蓮沼87-1,,,,
